brand,description,price,url,processor,memory,ssd,gpu,model
Auusda,"Auusda 15.6"" FHD Laptop, 16GB RAM 1TB SSD, Window 11 Pro, Fingerprint Sensor, Backlit Keyboard, AMD Athlon Silver 3050e Processor 4M Cache, Type-C, HDMI, for Work/Study/Daily Use, Silver",$329.99 –,https://www.newegg.com/exsurf-15-6/p/1TS-00TY-00005?Item=9SIC11PKKE9671&cm_sp=SP-_-3003889-_-0-_-0-_-9SIC11PKKE9671-_-laptop-_-laptop-_-27,AMD Athlon Silver 3050e,16GB,1TB,AMD Radeon RX Vega 3,F13260412
Refurbished,"Refurbished Dell Latitude 5420 Rugged Laptop Intel Core i5-8350U 1.7GHz 8GB Memory 256GB NVMe 14"" FHD Windows 11 Pro 64-bit",$639.99 –,https://www.newegg.com/dell-latitude-15-6-fhd-non-touch-screen-intel-core-i5-10310u-intel-uhd-graphics-8gb-memory-256gb-nvme-ssd-dark-gray/p/N82E16834817528,Intel Core i5-8350U,8GB,256GB NVMe,Intel UHD Graphics 620,J5-5420RA19
Lenovo,"Lenovo V14 G5 Laptop, 14"" FHD Display, Intel Core 7 240H Upto 5GHz, 32GB RAM, 1TB SSD, Windows 11 Pro",$949.99 –,https://www.newegg.com/lenovo-14-0-full-hd-intel-uhd-graphics-32gb-memory-1-tb-ssd-gray/p/1TS-000E-1E1D9,,32GB,1 TB,Intel UHD Graphics,V14G572H-321nP
MSI,"MSI Vector - 16"" 144 Hz - Intel Core Ultra 7 255HX - GeForce RTX 5070 Ti Laptop GPU - 16GB Memory DDR5 5600 - 512GB SSD - Windows 11 Home",,https://www.newegg.com/msi-16-geforce-rtx-5070-ti-laptop-gpu-intel-core-ultra-7-255hx-16gb-memory-512-gb-ssd/p/N82E16834156740,Intel Core Ultra 7 255HX,16GB,512GB,GeForce RTX 5070 Ti Laptop GPU,Vector 16 HX AI A2XWHG-061US
MSI,"MSI Cyborg15 - 15.6"" GeForce RTX 5060 Laptop GPU - Intel Core 7-240H(1.80-5.20 GHz) - 16GB Memory - 512 GB NVMe SSD - Windows 11 Home Gaming Laptops - 144 Hz IPS (Cyborg 15 B2RWFKG-259US )","$1,229.00 –",https://www.newegg.com/msi-cyborg15-15-6-geforce-rtx-5060-laptop-gpu-1-80-5-20-ghz-fhd-8gb-2-memory-512-gb-nvme-ssd/p/N82E16834156829,1.80-5.20 GHz,8GB*2,512GB NVMe,GeForce RTX 5060 Laptop GPU,Cyborg 15 B2RWFKG-259US
Acer,"Acer Nitro V ANV16-72-73C7, 16.0"" WUXGA (1920 x 1200) IPS 180Hz Display, Intel Core 7 processor 240H, NVIDIA GeForce RTX 5060 Laptop GPU (MGP 85W), 32GB DDR5, 512GB PCIe Gen 4 S (ANV16-72-73C7)","$1,299.99 –",https://www.newegg.com/acer-america-nitro-v-16-0-geforce-rtx-5060-laptop-gpu-up-to-5-20-ghz-wuxga-32gb-memory-512gb-pcie-gen-4-ssd-ssd/p/N82E16834360411,Up to 5.20 GHz,32GB,512GB PCIe Gen 4 SSD,GeForce RTX 5060 Laptop GPU,NH.U2EAA.004
Auusda,"Auusda EXSURF 16"" Business Laptop, AMD Ryzen 5 7430U, 16GB Dual Channel RAM, 1TB SSD, Windows 11 Pro, 1200P FHD IPS, WiFi 6, Privacy Camera, Backlight, Fingerprint, Full Type-C, Gray",$429.99 –,https://www.newegg.com/exsurf-16-0/p/1TS-00TY-00002?Item=9SIC11PKKE9668&cm_sp=SP-_-3003889-_-0-_-0-_-9SIC11PKKE9668-_-laptop-_-laptop-_-33,AMD Ryzen™ 5 7430U,16GB,1TB NVMe,AMD Radeon™ Graphics,F17100414
NIAKUN,"NIAKUN Gaming Laptop,16 Inch Laptops Computer,Windows 11 Pro Lap Top with Office 365,16GB RAM 512GB SSD,Intel N100 Processor,6000 mAh Long Battery Life,Backlit Keyboard,Fingerprint Unlock,Business",$350.99 –,https://www.newegg.com/niakun-16-inches-intel-uhd-graphics-lcd-ssd-ssd-ssd-hdd/p/2WC-007P-00002?Item=9SIC655KUP7600&cm_sp=SP-_-3239047-_-0-_-0-_-9SIC655KUP7600-_-laptop-_-laptop-_-34,,16GB,,Intel UHD Graphics,NY-03
MSI,"MSI Vector - LCD 16"" QHD+ GeForce RTX 5080 Laptop GPU - Intel Core Ultra 9 275HX - 16GB Memory - 1 TB SSD - Windows 11 Home Gaming Laptop - 240 Hz (Vector 16 HX AI A2XWIG-050US )","$2,199.00 –",https://www.newegg.com/msi-16-geforce-rtx-5080-laptop-gpu-intel-core-ultra-9-275hx-16gb-memory-1-tb-ssd/p/N82E16834156737,Intel Core Ultra 9 275HX,16GB,1TB,GeForce RTX 5080 Laptop GPU,Vector 16 HX AI A2XWIG-050US
MSI,"MSI Cyborg A15 - 15.6"" FHD 144 Hz - AMD Ryzen 7 260(3.80-5.10 GHz) - GeForce RTX 5050 Laptop GPU - 16GB Memory DDR5 5600 - 512GB NVMe SSD - Windows 11 Home  (Cyborg A15 AI B2HWEKG-071US )","$1,049.00 –",https://www.newegg.com/msi-cyborg-a15-15-6-geforce-rtx-5050-laptop-gpu-amd-ryzen-7-260-3-80-5-10-ghz-fhd-16gb-memory-512-gb-nvme-ssd/p/N82E16834156832,AMD Ryzen 7 260(3.80-5.10 GHz),16GB,512GB NVMe,GeForce RTX 5050 Laptop GPU,Cyborg A15 AI B2HWEKG-071US
MSI,"MSI Vector A16 - 16.0"" QHD+ 240Hz GeForce RTX 5070 Ti Laptop GPU - Ryzen 9-8940HX(2.40-5.30 GHz) - 16GB DDR5 Memory - 1TB SSD -  Wi-Fi 7 Windows 11 Home Gaming Laptop(Vector A16 HX A8WHG-048US )","$1,899.00 –",https://www.newegg.com/msi-vector-a16-16-0-geforce-rtx-5070-ti-laptop-gpu-2-40-5-30-ghz-qhd-16gb-8gb-2-ddr5-5600mhz-memory-1tb-nvme-ssd-gen4x4-ssd/p/N82E16834156835,2.40-5.30 GHz,16GB (8GB*2) DDR5 5600MHz,1TB NVMe SSD Gen4x4,GeForce RTX 5070 Ti Laptop GPU,Vector A16 HX A8WHG-048US
MSI,"MSI CROSSHAIR A16 Gaming Laptop - 16"" QHD+ 240hz - AMD Ryzen 9-8940HX - GeForce RTX 5060 - 32GB DDR5 RAM -  1TB SSD (D8WFKG-015US)","$1,579.00 –",https://www.newegg.com/msi-crosshair-a16-hx-16-0-geforce-rtx-5060-laptop-gpu-2-4-5-3ghz-qhd-32gb-memory-1tb-nvme-ssd-gen4x4-ssd/p/N82E16834156876,AMD Ryzen 9 8940HX 2.4-5.3GHz,32GB,1TB NVMe SSD Gen4x4,GeForce RTX 5060 Laptop GPU,Crosshair A16 HX D8WFKG-015US
Hasee,"Hasee T8 Pro-16'' GeForce RTX 5070  Laptop GPU, Intel i7-14700HX-5.5GHz, AI Ready Gaming Laptop, 16GB DDR5 RAM, 1TB SSD, 16'' 180Hz QHD 100%sRGB IPS, RGB KB, WiFi7,BT5.4,Win11 Home","$1,319.99 –",https://www.newegg.com/hasee-t8pro-16-0-geforce-rtx-5070-laptop-gpu-i7-14700hx-qhd-16gb-memory-1-tb-ssd/p/2WC-004U-00058,Intel Core i7-14700HX,16GB,1TB,GeForce RTX 5070 Laptop GPU,T8Pro-T9 74618QX
ASUS,"ASUS TUF Gaming A16 - 16"" FHD+ 165 Hz - AMD Ryzen 7 260 - GeForce RTX 5060 Laptop GPU - 16GB DDR5 RAM - 512GB SSD - Windows 11 Home  (FA608UM-NS73)","$1,449.99 –",https://www.newegg.com/asus-tuf-gaming-a16-16-geforce-rtx-5060-laptop-gpu-amd-ryzen-7-260-fhd-16gb-memory-512-gb-nvme-ssd/p/N82E16834236637,AMD Ryzen 7 260,16GB,512GB NVMe,GeForce RTX 5060 Laptop GPU,FA608UM-NS73
ASUS,"ASUS TUF Gaming - 18"" WQXGA 240 Hz - AMD Ryzen 7 260 - GeForce RTX 5070 Laptop GPU - 16GB (8GBx2) Memory DDR5 5600 - 1TB PCIe SSD - Windows 11 Home  (FA808UP-NS74)","$1,799.99 –",https://www.newegg.com/asus-tuf-gaming-18-geforce-rtx-5070-laptop-gpu-amd-ryzen-7-260-wqxga-16gb-memory-1-tb-pcie-ssd/p/N82E16834236631,AMD Ryzen 7 260,16GB (8GBx2),1TB PCIe,GeForce RTX 5070 Laptop GPU,FA808UP-NS74
Lenovo,"Lenovo Legion 5i - 15.1"" GeForce RTX 5060 Laptop GPU - Intel Core i7-14700HX - 16GB Memory - 512GB SSD - 165Hz OLED Display - Windows 11 Home Gaming Laptop (83LY000LUS)","$1,299.99 –",https://www.newegg.com/lenovo-legion-5i-15-1-geforce-rtx-5060-laptop-gpu-intel-core-i7-14700hx-wqxga-16gb-memory-512gb-ssd-m-2-2242-pcie-4-0x4-nvme-ssd/p/N82E16834840673,Intel Core i7-14700HX,16GB,512GB SSD M.2 2242 PCIe 4.0x4 NVMe,GeForce RTX 5060 Laptop GPU,83LY000LUS
ASUS,"ASUS TUF Gaming A16 - 16"" WQXGA 165 Hz - AMD Ryzen 7 260 - GeForce RTX 5060 Laptop GPU - 32GB Memory DDR5 5600 - 1TB PCIe SSD - Windows 11 Home  (FA608UM-NS76)","$1,799.99 –",https://www.newegg.com/asus-tuf-gaming-a16-16-geforce-rtx-5060-laptop-gpu-amd-ryzen-7-260-wqxga-32gb-memory-1-tb-pcie-ssd/p/N82E16834236636,AMD Ryzen 7 260,32GB,1TB PCIe,GeForce RTX 5060 Laptop GPU,FA608UM-NS76
ASUS,"ASUS ROG Strix G18 (2025) Gaming Laptop, 18” ROG FHD+ 16:10 144Hz, NVIDIA GeForce RTX™ 5050, AMD Ryzen 9 8940HX, 16GB DDR5-5200Mhz, 1TB PCIe Gen 4 SSD, Wi-Fi 6E, Windows 11 Home (G814PH-ES94 )","$1,599.00 –",https://www.newegg.com/asus-rog-strix-g18-18-0-geforce-rtx-5050-laptop-gpu-amd-ryzen-9-8940hx-wuxga-16gb-memory-1tb-pcie-gen-4-ssd-ssd/p/N82E16834236648,AMD Ryzen 9 8940HX,,,GeForce RTX 5050 Laptop GPU,G814PH-ES94
ACEMAGIC,"ACEMAGIC Gaming Laptop 15.6-in AMD Ryzen 7 5700U(8C/16T), Radeon RX Vega 8 Graphics,15.6 FHD Display,16GB RAM 512GB NVMe SSD Laptop Computer with Backlit KB,Type_C (Full Function),WiFi 6, 53Wh Battery",$477.00 –,https://www.newegg.com/acemagic-15-6-amd-radeon-graphics-2-0ghz-amd-5825u-16gb-memory-512gb-ssd/p/2WC-007J-00006,AMD 5825U,16GB,,AMD Radeon™ Graphics 2.0GHZ,LX15PRO5825u19
MSI,"MSI Stealth 14 AI 14""  Ultra Thin and Light Gaming Laptop -  Intel Core Ultra 7 155H - NVIDIA GeForce RTX 4050 - 16GB DDR5 RAM - 1TB NVMe SSD -  Win 11 Pro (A1VEG-090US)","$1,069.00 –",https://www.newegg.com/msi-14-0-non-touch-screen-geforce-rtx-4050/p/1TS-0016-05C48,Intel Core Ultra 7 155H(1.4-4.8 GHz),8GB*2,1TB NVMe SSD Gen4x4,GeForce RTX 4050,Stealth 14 AI Studio A1VEG-090US
ASUS,ASUS TUF F16 Gaming Laptop - 16” FHD+ 165Hz Display - Intel Core i7 Processor 14650HX - NVIDIA GeForce RTX 5050 - 16GB DDR5 - 512GB PCIe Gen4 SSD (FX608JHR-ES73 ),"$1,249.99 –",https://www.newegg.com/asus-tuf-gaming-f16-16-0-geforce-rtx-5050-laptop-gpu-2-2-ghz-up-to-5-2ghz-fhd-512gb-pcie-gen4-ssd-ssd/p/N82E16834236647,"2.2 GHz, up to 5.2GHz",16GB DDR5,512GB PCIe Gen4 SSD,GeForce RTX 5050 Laptop GPU,FX608JHR-ES73
Acer,"Acer Nitro V15 Gaming Laptop - Intel Core i7-13620H -  Nvidia GeForce RTX 5050 GPU - 16GB RAM - 512GB SSD - 15.6"" 165Hz IPS Display - Windows 11 Home (ANV15-52-778V)","$1,049.99 –",https://www.newegg.com/acer-america/p/N82E16834360405,Up to 4.90 GHz,16GB,512GB PCIe,GeForce RTX 5050 Laptop GPU,NH.U1PAA.003
MSI,"MSI Raider - 18"" 120 Hz - Intel Core Ultra 9 285HX - GeForce RTX 5090 Laptop GPU - 64GB DDR5 6400MHz Memory DDR5 6400 - 2TB SSD - Windows 11 Pro  (Raider 18 HX AI A2XWJG-069US)","$4,367.99 –",https://www.newegg.com/msi-18-geforce-rtx-5090-laptop-gpu-intel-core-ultra-9-285hx-64gb-ddr5-6400mhz-memory-2-tb-ssd/p/N82E16834156730,Intel Core Ultra 9 285HX,64GB DDR5 6400MHz,2TB,GeForce RTX 5090 Laptop GPU,Raider 18 HX AI A2XWJG-069US
NIAKUN,"NIAKUN 2026 Laptop Computer 15.6"" FHD IPS, 16GB RAM 512GB SSD, 2-Core i5-6200U up to 2.8GHz, Win 11 Pro, 3.5 lbs, Backlit Keyboard, Silver, Dual USB 3.0, Mini HDMI,TF Card Slot, Wi-Fi, BT 4.2",$459.99 –,https://www.newegg.com/niakun-15-6-inches-lcd-core-i5-6200u-core-i5-6200u-16gb-memory-512gb-ssd-512-gb-hdd-silver/p/1TS-00U5-00012?Item=9SIC655KVD5136&cm_sp=SP-_-3239047-_-0-_-0-_-9SIC655KVD5136-_-laptop-_-laptop-_-3,Core i5 6200U,16GB,512GB,Core i5-6200U,WL-0DNR-QWQA
NIAKUN,"NIAKUN 2026 Laptop Computer 15.6"" FHD IPS, 16GB RAM 1TB SSD, 2-Core i5-6200U up to 2.8GHz, Win 11 Pro, 3.5 lbs, Backlit Keyboard, Silver, Dual USB 3.0, Mini HDMI,TF Card Slot, Wi-Fi, BT 4.2",$485.99 –,https://www.newegg.com/niakun-6200u-16gb-1tb-15-6-inches-lcd-core-i5-6200u-core-i5-6200u-16gb-memory-1tb-ssd-silver/p/36B-002S-00002?Item=9SIC655KVD5094&cm_sp=SP-_-3239047-_-0-_-0-_-9SIC655KVD5094-_-laptop-_-laptop-_-4,Core i5 6200U,16GB,1TB,Core i5-6200U,6200-16-1T
MSI,"MSI Cyborg A15 - 15.6"" FHD 144Hz - AMD Ryzen9 270 - GeForce RTX 5060 - 16GB Memory - 1TB NVMe SSD - Win11 Gaming Laptop (B2HWFKG-006US)","$1,399.99 –",https://www.newegg.com/msi-cyborg-a15-ai-15-6-geforce-rtx-5060-laptop-gpu-amd-ryzen-9-270-16gb-memory-1tb-nvme-ssd-gen4x4-ssd/p/N82E16834156877,AMD Ryzen 9 270,16GB,1TB NVMe SSD Gen4x4,GeForce RTX 5060 Laptop GPU,Cyborg A15 AI B2HWFKG-006US
MSI,"MSI Stealth - 18"" GeForce RTX 5090 Laptop GPU - Intel Core Ultra 9 275HX - 64GB Memory - 2 TB SSD - Wi-Fi 7 Windows 11 Pro Gaming Laptop - 120 Hz (Stealth 18 HX AI A2XWJG-035US )","$4,388.20 –",https://www.newegg.com/msi-18-geforce-rtx-5090-laptop-gpu-intel-core-ultra-9-275hx-64gb-memory-2-tb-ssd/p/N82E16834156741,Intel Core Ultra 9 275HX,64GB,2TB,GeForce RTX 5090 Laptop GPU,Stealth 18 HX AI A2XWJG-035US
ACEMAGIC,"ACEMAGIC Laptop Computer, 16GB DDR4 512GB SSD, 18.5 Inch Laptop with Intel Quad-Core N150(Up to 3.6GHz), Metal Shell, BT5.0, 5G WiFi, USB3.2, Type_C, Webcam, Long Battery Life, 180° Open Angle",$339.00 –,https://www.newegg.com/acemagic-intel-n150-grey/p/1TS-00NN-00010,Intel n150,16GB,512GB,,ax18
MSI,"MSI - 16"" GeForce RTX 5070 Ti Laptop GPU - Intel Core Ultra 9 275HX - 32GB Memory - 2 TB SSD -Wi-Fi 7 Windows 11 Pro Gaming Laptop - 240 Hz (Vector 16 HX AI A2XWHG-060US )","$2,749.99 –",https://www.newegg.com/msi-16-geforce-rtx-5070-ti-laptop-gpu-intel-core-ultra-9-275hx-32gb-memory-2-tb-ssd/p/N82E16834156739,Intel Core Ultra 9 275HX,32GB,2TB,GeForce RTX 5070 Ti Laptop GPU,Vector 16 HX AI A2XWHG-060US
Refurbished,"Refurbished Dell Latitude 7490 14"" Laptop, Intel Core i7 8650U 1.9Ghz, 32GB DDR4, 512GB M.2 NVMe PCIe SSD, FHD 1080p, Thunderbolt 3, HDMI, Webcam, Windows 11 Pro",$323.00 –,https://www.newegg.com/dell-latitude-14-0-fhd-non-touch-screen-intel-core-i7-8650u-intel-uhd-graphics-620-32gb-memory-512-gb-pcie-ssd-black/p/1TS-000A-0TCB0?Item=9SIADFMJAE2370&cm_sp=SP-_-2463110-_-0-_-0-_-9SIADFMJAE2370-_-laptop-_-laptop-_-9,Intel Core i7-8650U,32GB,512GB PCIe,Intel UHD Graphics 620,DPC-18374
MSI,"MSI Vector - 18"" GeForce RTX 5080 Laptop GPU - AMD Ryzen 9 9955HX - 64GB Memory - 2 TB SSD - Wi-Fi 7 Windows 11 Pro Gaming Laptop - 240 Hz IPS (Vector A18 HX A9WIG-076US )","$3,599.99 –",https://www.newegg.com/msi-18-geforce-rtx-5080-laptop-gpu-amd-ryzen-9-9955hx-64gb-memory-2-tb-ssd/p/N82E16834156734,AMD Ryzen 9 9955HX,64GB,2TB,GeForce RTX 5080 Laptop GPU,Vector A18 HX A9WIG-076US
Microsoft,"Microsoft Surface Laptop 7 13.8"" Touchscreen Notebook - Qualcomm Snapdragon X Elite - 32 GB - 1 TB SSD - Graphite - Windows 11  - Front Camera/Webcam - 20 Hours Battery Run Time   ZHB-00001","$2,666.99 –",https://www.newegg.com/microsoft-surface-laptop-7-13-8-touch-screen-qualcomm-snapdragon-x-elite-32gb-memory-1-tb-ssd-graphite/p/N82E16834820052,Qualcomm Snapdragon X Elite,32GB LPDDR5X,1TB,,ZHB-00001
Refurbished,"Refurbished Dell Latitude 7490 Core i7-8650U 1.90GHz 32GB RAM 512GB SSD 14"" Laptop Grade B Windows 11 Pro",$257.97 –,https://www.newegg.com/dell-14-0-intel-core-i7-8650u-32gb-memory-512gb-hdd/p/1TS-000A-0TH73?Item=9SIADFMJAE2364&cm_sp=SP-_-2463110-_-0-_-0-_-9SIADFMJAE2364-_-laptop-_-laptop-_-12,Intel Core i7-8650U,32GB,,,DELL-7490-32-32GB-512-SGGB-512GB-Ea
Lenovo,"Lenovo Legion 5i - 15.1"" WQXGA 165 Hz - Intel Core i7-14700HX - GeForce RTX 5060 Laptop GPU - 16GB Memory - 1.5TB SSD - Windows 11 Home  ()","$1,489.00 –",https://www.newegg.com/lenovo-legion-5i-15-1-geforce-rtx-5060-laptop-gpu-intel-core-i7-14700hx-wqxga-16gb-memory-1-5-tb-ssd/p/N82E16834840695,Intel Core i7-14700HX,16GB,1.5TB,GeForce RTX 5060 Laptop GPU,83LY000LUS
Refurbished,"Refurbished Dell Latitude 7490 14"" Laptop, Intel Core i7 8650U 1.9Ghz, 8GB DDR4, 128GB M.2 SSD, FHD 1080p, Thunderbolt 3, HDMI, Webcam, Windows 11 Pro",$219.00 –,https://www.newegg.com/dell-latitude-14-0-fhd-non-touch-screen-intel-core-i7-8650u-intel-uhd-graphics-620-8gb-memory-128-gb-ssd-black/p/1TS-000A-0TDG6?Item=9SIADFMJAE2351&cm_sp=SP-_-2463110-_-0-_-0-_-9SIADFMJAE2351-_-laptop-_-laptop-_-14,Intel Core i7-8650U,8GB,128GB,Intel UHD Graphics 620,DPC-16256a
Refurbished,"Refurbished Dell Latitude 7490 Core i7-8650U 1.90GHz 32GB RAM 512GB M.2 14"" Laptop Condition Excellent Windows 11 Pro",$386.00 –,https://www.newegg.com/dell-14-0-intel-core-i7-8650u-32gb-memory-512-gb-ssd-512gb-hdd/p/1TS-000A-0TH77?Item=9SIADFMJAE2367&cm_sp=SP-_-2463110-_-0-_-0-_-9SIADFMJAE2367-_-laptop-_-laptop-_-15,Intel Core i7-8650U,32GB,512GB,,DELL-7490-I78650U-32a
MSI,MSI CYBRG15B2071 15 inch Cyborg Gaming Laptop - Intel Core 7-240H - NVIDIA RTX 5060 - 16GB RAM / 512GB SSD,"$1,119.99 –",https://www.newegg.com/msi-15-0/p/1TS-0016-05F44,,,,,CYBORG15B2071
OMEN,"OMEN MAX Gaming Laptop 16"" WQXGA Intel Core Ultra 9 32 GB memory;1 TB SSD","$2,799.99 –",https://www.newegg.com/hp-16-0-intel-core-ultra-9-275hx-geforce-rtx-5080-laptop-gpu-32gb-memory-1-tb-pcie-ssd/p/2NR-000A-01NW8,,,,,B64BNUA#ABA
ASUS,"ASUS ROG Strix G18 - 18"" WQXGA 240 Hz - AMD Ryzen 9 8940HX - GeForce RTX 5060 Laptop GPU - 32GB Memory DDR5 5200 - 1TB PCIe SSD - Windows 11 Home  (90NR0L28-M000A0 )","$1,899.99 –",https://www.newegg.com/asus-rog-strix-g18-18-geforce-rtx-5060-laptop-gpu-amd-ryzen-9-8940hx-wqxga-32gb-memory-1-tb-pcie-ssd/p/N82E16834236639,AMD Ryzen 9 8940HX,,,GeForce RTX 5060 Laptop GPU,G814PM-ES96
Lenovo,"Lenovo V-Series V15 Business Laptop, 15.6"" FHD Display, AMD Ryzen 7 7730U, 16GB RAM, 512GB SSD, Numeric Keypad, HDMI, RJ45, Webcam, Wi-Fi, Windows 11 Pro, Black",$599.99 –,https://www.newegg.com/lenovo-v15-15-6-non-touch-screen-amd-radeon-graphics-512-gb-pcie-ssd-black/p/1TS-000E-1BYD4,4.50GHz,16GB,512GB PCIe,,V-SERIES3991_CTO_N1-A
ASUS,"ASUS ROG Strix G18 (2025) - 18"" FHD 144 Hz - AMD Ryzen 9 9955HX - GeForce RTX 5060 Laptop GPU - 16GB Memory DDR5 5600 - 2TB PCIe SSD - Windows 11 Home  (G814FM-DS95 )","$1,899.00 –",https://www.newegg.com/asus-rog-strix-g18-18-geforce-rtx-5060-laptop-gpu-amd-ryzen-9-9955hx-fhd-16gb-memory-2-tb-pcie-ssd/p/N82E16834236638,AMD Ryzen 9 9955HX,,,GeForce RTX 5060 Laptop GPU,G814FM-DS95
Lenovo,"Lenovo ThinkBook 15 Gen 4 Business Laptop (15.6"" IPS FHD Touchscreen, Intel 10-Core i7-1255U, 16GB RAM, 512GB SSD), FHD Webcam, Narrow Bezel, Backlit, Fingerprint, Thunderbolt 4, Win 11 Pro, Grey","$1,099.99 –",https://www.newegg.com/lenovo-15-6/p/1TS-000E-1CEJ2?Item=9SIADG3KF53524&cm_sp=SP-_-3004522-_-0-_-6-_-9SIADG3KF53524-_-laptop-_-laptop-_-21,,,,,ThinkBook 15 Gen 4 i7 16GB 512GB Touch
Refurbished,"Refurbished Lenovo ThinkPad T14 Gen 5 Model 21MMS1SK00 14"" Non-Touch, Core Ultra 7 165U, 16GB, 512GB SSD, 4G LTE, Win 11 Pro","$1,099.99 –",https://www.newegg.com/lenovo-t14-gen-5-14-0-intel-core-ultra-7-165u-16gb-ddr5-memory-512gb-nvme-ssd-black/p/1TS-000E-1E0B7?Item=9SIAHKVKSV3359&cm_sp=SP-_-2583359-_-0-_-6-_-9SIAHKVKSV3359-_-laptop-_-laptop-_-22,Intel Core Ultra 7 165U,16GB DDR5,512GB NVMe,,21MMS1SK00
Lenovo,"Lenovo Legion 7i Gen 10 Intel Laptop, 16"",Intel Core Ultra 9 275HX,32GB,NVIDIA® GeForce RTX 5070 Laptop GPU 8GB GDDR7, 2TB SSD,Win 11 Home, For Gaming","$2,099.00 –",https://www.newegg.com/lenovo-nvidia-geforce/p/1XV-0001-02T65,Intel Core Ultra 9 275HX,32GB,2TB,GeForce RTX 5070 Laptop GPU,83KY0002US
MSI,"MSI Stealth 16 AI - 16"" - GeForce RTX 5060 Laptop GPU - Intel Core Ultra7-255H - 32GB DDR5 - 1TB NVMe SSD - 240 Hz OLED Display  - Win 11 Home (Stealth 16 AI A2HWFG-041US )","$1,724.00 –",https://www.newegg.com/msi-stealth-16-ai-16-geforce-rtx-5060-laptop-gpu-intel-core-ultra-7-255h-qhd-16gb-2-memory-1-tb-nvme-ssd/p/N82E16834156800,Intel Core Ultra 7 255H,16GB * 2,1TB NVMe,GeForce RTX 5060 Laptop GPU,Stealth 16 AI A2HWFG-041US
MSI,"MSI Raider - 18"" GeForce RTX 5080 Laptop GPU - AMD Ryzen 9 9955HX3D - 32GB DDR5 5600MHz Memory - 2 TB SSD - Wi-Fi 7 Windows 11 Pro Gaming Laptop - 120 Hz Mini LED (Raider A18 HX A9WIG-082US )","$3,434.99 –",https://www.newegg.com/msi-18-geforce-rtx-5080-laptop-gpu-amd-ryzen-9-9955hx3d-64gb-ddr5-5600mhz-memory-2-tb-ssd/p/N82E16834156733,AMD Ryzen 9 9955HX3D,32GB DDR5 5600MHz,2TB,GeForce RTX 5080 Laptop GPU,Raider A18 HX A9WIG-082US
GIGABYTE,"GIGABYTE GAMING A16 - 16"" NVIDIA GeForce RTX 5070 Laptop GPU - Intel i7-13620H - 16GB Memory - 1TB SSD - 165Hz IPS Display - Windows 11 Home Gaming Laptop (CWHI3US894SH)","$1,499.99 –",https://www.newegg.com/gigabyte-16-0-geforce-rtx-5070-laptop-gpu-intel-core-i7-13620h-wuxga-16gb-memory-1-tb-ssd/p/N82E16834233617,Intel Core i7-13620H,16GB,1TB,GeForce RTX 5070 Laptop GPU,A16 CWHI3US894SH
Refurbished,"Refurbished Lenovo ThinkPad T14 Gen 5 Model 21MMS1SL00 14"" Non-Touch, Core Ultra 7 165U, 32GB, 512GB SSD, 4G LTE, Win 11 Pro","$1,249.99 –",https://www.newegg.com/lenovo-t14-gen5-14-0-intel-core-ultra-7-165u-32gb-ddr5-memory-512gb-nvme-ssd-black/p/1TS-000E-1E0B2?Item=9SIAHKVKSV3129&cm_sp=SP-_-2583359-_-0-_-6-_-9SIAHKVKSV3129-_-laptop-_-laptop-_-27,Intel Core Ultra 7 165U,32GB DDR5,512GB NVMe,,21MMS1SL00
MSI,"MSI Vector - 16"" GeForce RTX 5080 Laptop GPU - Intel Core Ultra 9 275HX - 32GB Memory - 2 TB SSD - Wi-Fi 7 Windows 11 Pro Gaming Laptop - 240 Hz (Vector 16 HX AI A2XWIG-058US )","$2,999.00 –",https://www.newegg.com/msi-16-geforce-rtx-5080-laptop-gpu-intel-core-ultra-9-275hx-32gb-memory-2-tb-ssd/p/N82E16834156736,Intel Core Ultra 9 275HX,32GB,2TB,GeForce RTX 5080 Laptop GPU,Vector 16 HX AI A2XWIG-058US
ASUS,"ASUS ROG Strix Scar - 18"" GeForce RTX 5080 Laptop GPU - Intel Core Ultra 9 275HX - 32GB Memory - 2 TB PCIe SSD - Wi-Fi 7 Windows 11 Pro GAMING LAPTOP - 240 Hz (G835LW-XS97 )","$3,399.00 –",https://www.newegg.com/asus-rog-strix-18-geforce-rtx-5080-laptop-gpu-intel-core-ultra-9-275hx-wqxga-32gb-memory-2-tb-pcie-ssd/p/N82E16834236577,Intel Core Ultra 9 275HX,32GB,2TB PCIe,GeForce RTX 5080 Laptop GPU,G835LW-XS97
ACEMAGIC,"ACEMAGIC Laptop 17.3 FHD Laptop, AMD Ryzen 3 4300U, 16GB RAM, 512GB SSD, Windows 11 Pro, Graphite, WiFi 6, Gray",$379.00 –,https://www.newegg.com/acemagic-17-3/p/36B-002D-00002,AMD Ryzen 3 4300U,16GB,512GB,AMD,ax17pro
